TOLLGATE_ID,INTERSECTION_ID,SA00,SA01,SA02,SA03,SA04,SA05,TRN_STA,TRN_END,DAY1MEAN,DAY1MAX,DAY1MIN,DAY1MEDIAN,DAY1STD,DAY2MEAN,DAY2MAX,DAY2MIN,DAY2MEDIAN,DAY2STD,DAY3MEAN,DAY3MAX,DAY3MIN,DAY3MEDIAN,DAY3STD,SUM_LENGTH,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,FIX,RATIO,ROUTE_HOUR_head,ROUTE_PCT_head,ROUTE_MIN_TTIME,ROUTE_MAX_TTIME,ROUTE_LAST_TTIME,ROUTE_MEAN_TTIME,TST_STA,XTST_END,TSTW00,TSTW01,TSTW02,TSTW03,TSTW04,TRNW00,TRNW01,TRNW02,TRNW03,TRNW04,TOLLGATE_ID01,TOLLGATE_ID02,TOLLGATE_ID03,INTERSECTION_ID01,INTERSECTION_ID02,INTERSECTION_ID03,TIME_MEAN,TIME_STD,TIME_MIN,TIME_MAX,TIME_Median,TRN_START_HOUR,TRN_END_HOUR,DAYOFW
3,A,92.97,81.58,116.61,85.37,81.7,134.6,2016-10-23 06:00:00,2016-10-23 06:00:00,119.40333333333332,147.53,93.81,115.34,21.83515025518869,139.6266666666667,191.19,112.16,130.27,31.755605279488325,153.96333333333334,203.09,101.67,152.385,42.89797648685385,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,0,0,1,1,0,0,98.805,21.918613779160395,81.58,134.6,89.17,6,6,6
1,B,84.29,152.89,167.5,106.93,106.93,117.67,2016-10-23 06:00:00,2016-10-23 06:00:00,126.59166666666664,146.05,114.76,122.57,12.984349682085226,119.22666666666667,143.89,83.1,120.06,23.248544613946624,100.48166666666668,122.1,70.72,108.965,23.81994829269507,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,1,0,0,0,1,0,122.70166666666664,31.357585631975347,84.29,167.5,112.3,6,6,6
3,B,124.97,100.63,100.63,87.34,102.72,107.13,2016-10-23 06:00:00,2016-10-23 06:00:00,106.31333333333332,117.99,82.45,114.095,15.506832902519667,88.31666666666666,146.32,48.07,85.97999999999998,36.60591081596887,101.19166666666668,126.27,66.86,109.3,21.493874863938952,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,0,0,1,0,1,0,103.90333333333336,12.258788955955913,87.34,124.97,101.675,6,6,6
1,C,207.94,207.94,219.97,124.0,127.91,148.54,2016-10-23 06:00:00,2016-10-23 06:00:00,168.08166666666662,261.18,96.81,165.57,55.63356951218092,182.8733333333333,194.36,168.56,183.58,8.291452627053157,207.38666666666668,247.7,157.32,214.62,44.89457992527234,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,1,0,0,0,0,1,172.71666666666667,43.99933211614316,124.0,219.97,178.24,6,6,6
3,C,121.43,121.43,121.43,211.32,142.34,142.34,2016-10-23 06:00:00,2016-10-23 06:00:00,149.26999999999995,179.66,98.62,169.53,39.49401068516592,180.45166666666668,237.13,138.08,176.875,33.8168912921733,243.47333333333336,717.25,92.89,157.02,233.9388386452037,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,0,0,1,0,0,1,143.3816666666667,34.82359626268755,121.43,211.32,131.885,6,6,6
2,A,41.19,50.12,37.17,75.68,54.03,78.28,2016-10-24 06:00:00,2016-10-24 06:00:00,61.84833333333333,77.07,43.38,66.06,12.732794534848454,61.32333333333333,90.94,33.68,55.34,21.19700324731462,55.24500000000001,75.14,40.73,52.86,11.897051315347008,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,0,1,0,1,0,0,56.07833333333334,17.297539034980286,37.17,78.28,52.075,6,6,0
3,A,106.01,210.16,140.73,172.79,183.16,213.53,2016-10-24 06:00:00,2016-10-24 06:00:00,98.805,134.6,81.58,89.17,21.918613779160395,119.40333333333332,147.53,93.81,115.34,21.83515025518869,139.6266666666667,191.19,112.16,130.27,31.755605279488325,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,0,0,1,1,0,0,171.06333333333333,41.55315904557277,106.01,213.53,177.975,6,6,0
1,B,88.82,88.82,144.24,103.84,103.84,106.59,2016-10-24 06:00:00,2016-10-24 06:00:00,122.70166666666664,167.5,84.29,112.3,31.35758563197535,126.59166666666664,146.05,114.76,122.57,12.984349682085226,119.22666666666667,143.89,83.1,120.06,23.248544613946624,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,1,0,0,0,1,0,106.02500000000002,20.30900268353915,88.82,144.24,103.84,6,6,0
3,B,83.81,96.08,107.53,107.09,97.1,112.2,2016-10-24 06:00:00,2016-10-24 06:00:00,103.90333333333336,124.97,87.34,101.675,12.258788955955913,106.31333333333332,117.99,82.45,114.095,15.506832902519667,88.31666666666666,146.32,48.07,85.97999999999998,36.60591081596887,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,0,0,1,0,1,0,100.635,10.385395033411104,83.81,112.2,102.095,6,6,0
1,C,171.65,171.65,138.84,176.69,235.8,272.82,2016-10-24 06:00:00,2016-10-24 06:00:00,172.71666666666667,219.97,124.0,178.24,43.99933211614316,168.08166666666662,261.18,96.81,165.57,55.63356951218092,182.8733333333333,194.36,168.56,183.58,8.291452627053157,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,1,0,0,0,0,1,194.575,49.59668406254596,138.84,272.82,174.17000000000004,6,6,0
3,C,135.46,113.94,207.33,164.37,292.92,292.92,2016-10-24 06:00:00,2016-10-24 06:00:00,143.3816666666667,211.32,121.43,131.885,34.82359626268755,149.26999999999995,179.66,98.62,169.53,39.49401068516592,180.45166666666668,237.13,138.08,176.875,33.8168912921733,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-24 08:00:00,2016-10-24 09:40:00,77.61032375212706,0.0,1007.5,1012.5,154.0,77.07868234146342,0.0,1007.7,1012.7,175.0,0,0,1,0,0,1,201.15666666666667,77.65975345484088,113.94,292.92,185.85,6,6,0
2,A,99.96,88.36,74.89,63.3,71.36,99.26,2016-10-18 15:00:00,2016-10-18 15:00:00,68.6,90.64,53.86,66.75,12.510915234306404,73.46333333333331,86.43,66.86,71.775,6.682010675437947,69.715,79.78,55.51,71.07,10.080723684339336,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,0,1,0,1,0,0,82.855,15.296956233185735,63.3,99.96,81.625,15,15,1
3,A,133.05,121.57,147.37,117.07,134.27,139.1,2016-10-18 15:00:00,2016-10-18 15:00:00,116.055,131.03,107.57,114.805,8.491423320032986,138.47666666666666,168.21,85.67,149.97,32.575572852471325,152.19333333333338,186.11,105.97,154.86,28.49026547202863,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,0,0,1,1,0,0,132.07166666666666,11.176415197489163,117.07,147.37,133.66000000000003,15,15,1
1,B,142.75,108.19,90.01,101.62,150.39,150.39,2016-10-18 15:00:00,2016-10-18 15:00:00,129.11833333333334,151.21,76.92,136.45,26.25379090087118,139.96166666666667,172.85,120.06,131.175,20.272382609517468,158.14166666666668,236.97,99.66,148.735,49.598590067326185,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,1,0,0,0,1,0,123.89166666666668,27.020351157352977,90.01,150.39,125.47,15,15,1
3,B,135.06,61.22,132.87,111.9,84.37,85.17,2016-10-18 15:00:00,2016-10-18 15:00:00,100.32333333333334,126.84,80.81,98.075,18.136766709275022,107.48,135.54,96.66,104.015,14.308384954284673,119.33666666666666,156.38,72.51,126.025,29.035814895860373,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,0,0,1,0,1,0,101.765,29.667063723934664,61.22,135.06,98.535,15,15,1
1,C,168.9,218.69,178.16,158.96,181.91,196.36,2016-10-18 15:00:00,2016-10-18 15:00:00,210.54,483.07,134.58,160.665,134.5901602644116,236.29666666666668,308.91,162.15,235.54,49.50224425888858,219.7783333333333,272.31,183.74,215.865,29.721850155511287,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,1,0,0,0,0,1,183.83,21.21074067542197,158.96,218.69,180.035,15,15,1
3,C,164.61,146.6,174.84,171.98,219.82,176.0,2016-10-18 15:00:00,2016-10-18 15:00:00,176.66333333333333,311.18,126.44,148.73000000000005,72.34476502599664,208.5833333333333,286.61,130.1,202.895,51.61203761397788,193.42333333333332,220.37,173.84,195.04,17.052349593726568,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-18 17:00:00,2016-10-18 18:40:00,69.51064717670685,0.7000000000000001,1012.9,1017.9,107.5,70.19441435341366,0.1,1013.7,1018.7,90.0,0,0,1,0,0,1,175.64166666666668,24.211650432522486,146.6,219.82,173.41,15,15,1
2,A,64.46,62.31,57.33,67.58,55.19,72.48,2016-10-19 15:00:00,2016-10-19 15:00:00,82.855,99.96,63.3,81.625,15.296956233185735,68.6,90.64,53.86,66.75,12.510915234306404,73.46333333333331,86.43,66.86,71.775,6.682010675437947,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,0,1,0,1,0,0,63.225,6.42332857636911,55.19,72.48,63.385,15,15,2
3,A,110.05,115.01,132.1,93.67,122.82,110.41,2016-10-19 15:00:00,2016-10-19 15:00:00,132.07166666666666,147.37,117.07,133.66000000000003,11.176415197489163,116.055,131.03,107.57,114.805,8.491423320032986,138.47666666666666,168.21,85.67,149.97,32.575572852471325,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,0,0,1,1,0,0,114.01,13.024756427664967,93.67,132.1,112.71,15,15,2
1,B,183.48,149.28,117.02,153.49,131.38,119.32,2016-10-19 15:00:00,2016-10-19 15:00:00,123.89166666666668,150.39,90.01,125.47,27.020351157352977,129.11833333333334,151.21,76.92,136.45,26.25379090087118,139.96166666666667,172.85,120.06,131.175,20.272382609517468,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,1,0,0,0,1,0,142.32833333333338,25.12420857791677,117.02,183.48,140.32999999999998,15,15,2
3,B,82.13,128.95,84.24,115.72,141.25,102.53,2016-10-19 15:00:00,2016-10-19 15:00:00,101.765,135.06,61.22,98.535,29.667063723934664,100.32333333333334,126.84,80.81,98.075,18.136766709275022,107.48,135.54,96.66,104.015,14.308384954284673,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,0,0,1,0,1,0,109.13666666666666,23.916633263623595,82.13,141.25,109.125,15,15,2
1,C,246.94,202.37,204.09,275.37,171.05,181.54,2016-10-19 15:00:00,2016-10-19 15:00:00,183.83,218.69,158.96,180.035,21.21074067542197,210.54,483.07,134.58,160.665,134.5901602644116,236.29666666666668,308.91,162.15,235.54,49.50224425888858,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,1,0,0,0,0,1,213.56,39.95491959696578,171.05,275.37,203.23,15,15,2
3,C,275.57,150.17,188.24,166.07,155.71,177.3,2016-10-19 15:00:00,2016-10-19 15:00:00,175.64166666666668,219.82,146.6,173.41,24.211650432522486,176.66333333333333,311.18,126.44,148.73000000000005,72.34476502599664,208.5833333333333,286.61,130.1,202.895,51.61203761397788,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-19 17:00:00,2016-10-19 18:40:00,74.80335815455709,0.7999999999999998,1010.85,1015.85,193.0,73.52900448524589,1.5,1011.6,1016.6,61.0,0,0,1,0,0,1,185.51,46.26127927327561,150.17,275.57,171.685,15,15,2
2,A,77.16,63.98,63.67,61.18,65.2,63.05,2016-10-20 15:00:00,2016-10-20 15:00:00,63.225,72.48,55.19,63.385,6.42332857636911,82.855,99.96,63.3,81.625,15.296956233185735,68.6,90.64,53.86,66.75,12.510915234306404,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,0,1,0,1,0,0,65.70666666666666,5.763914179328718,61.18,77.16,63.825,15,15,3
3,A,149.28,100.18,116.22,106.82,122.44,149.23,2016-10-20 15:00:00,2016-10-20 15:00:00,114.01,132.1,93.67,112.71,13.024756427664967,132.07166666666666,147.37,117.07,133.66000000000003,11.176415197489163,116.055,131.03,107.57,114.805,8.491423320032986,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,0,0,1,1,0,0,124.02833333333336,20.981578984115245,100.18,149.28,119.33,15,15,3
1,B,110.72,102.36,112.23,112.23,134.31,143.89,2016-10-20 15:00:00,2016-10-20 15:00:00,142.32833333333338,183.48,117.02,140.32999999999998,25.12420857791677,123.89166666666668,150.39,90.01,125.47,27.020351157352977,129.11833333333334,151.21,76.92,136.45,26.25379090087118,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,1,0,0,0,1,0,119.29,16.06559927298076,102.36,143.89,112.23,15,15,3
3,B,122.19,77.16,78.73,107.68,102.18,146.32,2016-10-20 15:00:00,2016-10-20 15:00:00,109.13666666666666,141.25,82.13,109.125,23.916633263623595,101.765,135.06,61.22,98.535,29.667063723934664,100.32333333333334,126.84,80.81,98.075,18.136766709275022,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,0,0,1,0,1,0,105.71,26.382294062495774,77.16,146.32,104.93,15,15,3
1,C,186.0,141.7,181.55,163.1,167.46,194.36,2016-10-20 15:00:00,2016-10-20 15:00:00,213.56,275.37,171.05,203.23,39.95491959696578,183.83,218.69,158.96,180.035,21.21074067542197,210.54,483.07,134.58,160.665,134.5901602644116,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,1,0,0,0,0,1,172.36166666666668,18.99630955387564,141.7,194.36,174.505,15,15,3
3,C,148.0,142.73,141.89,164.89,147.22,164.04,2016-10-20 15:00:00,2016-10-20 15:00:00,185.51,275.57,150.17,171.685,46.26127927327561,175.64166666666668,219.82,146.6,173.41,24.211650432522486,176.66333333333333,311.18,126.44,148.73000000000005,72.34476502599664,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-20 17:00:00,2016-10-20 18:40:00,74.04778750176241,0.5,1007.9,1012.9,80.5,74.02341548936171,1.0,1008.5,1013.5,67.0,0,0,1,0,0,1,151.46166666666667,10.357299680257722,141.89,164.89,147.61,15,15,3
2,A,53.91,92.33,74.07,76.29,106.66,80.67,2016-10-21 15:00:00,2016-10-21 15:00:00,65.70666666666666,77.16,61.18,63.825,5.763914179328718,63.225,72.48,55.19,63.385,6.42332857636911,82.855,99.96,63.3,81.625,15.296956233185735,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-21 17:00:00,2016-10-21 18:40:00,71.12181626053001,0.65,1005.55,1010.55,349.5,71.86075785439333,0.0,1005.8,1010.8,357.0,0,1,0,1,0,0,80.655,17.834104126644547,53.91,106.66,78.48,15,15,4
3,A,130.08,120.02,146.71,107.7,126.5,111.39,2016-10-21 15:00:00,2016-10-21 15:00:00,124.02833333333336,149.28,100.18,119.33,20.981578984115245,114.01,132.1,93.67,112.71,13.024756427664967,132.07166666666666,147.37,117.07,133.66000000000003,11.176415197489163,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-21 17:00:00,2016-10-21 18:40:00,71.12181626053001,0.65,1005.55,1010.55,349.5,71.86075785439333,0.0,1005.8,1010.8,357.0,0,0,1,1,0,0,123.73333333333332,14.135602805210214,107.7,146.71,123.26,15,15,4
1,B,145.01,162.0,121.73,124.74,149.4,156.08,2016-10-21 15:00:00,2016-10-21 15:00:00,119.29,143.89,102.36,112.23,16.06559927298076,142.32833333333338,183.48,117.02,140.32999999999998,25.12420857791677,123.89166666666668,150.39,90.01,125.47,27.020351157352977,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-21 17:00:00,2016-10-21 18:40:00,71.12181626053001,0.65,1005.55,1010.55,349.5,71.86075785439333,0.0,1005.8,1010.8,357.0,1,0,0,0,1,0,143.16,16.50923014558826,121.73,162.0,147.20499999999996,15,15,4
3,B,141.22,110.21,131.13,96.29,110.03,117.99,2016-10-21 15:00:00,2016-10-21 15:00:00,105.71,146.32,77.16,104.93,26.38229406249577,109.13666666666666,141.25,82.13,109.125,23.916633263623595,101.765,135.06,61.22,98.535,29.667063723934664,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-21 17:00:00,2016-10-21 18:40:00,71.12181626053001,0.65,1005.55,1010.55,349.5,71.86075785439333,0.0,1005.8,1010.8,357.0,0,0,1,0,1,0,117.81166666666668,16.167137553279694,96.29,141.22,114.1,15,15,4
