SB00,SB01,SB02,SB03,SB04,SB05
55.77,85.5,69.37,48.24,63.41,61.82
154.36,179.91,141.49,178.27,124.66,789.87
85.5,69.37,48.24,63.41,61.82,68.0
69.37,48.24,63.41,61.82,68.0,73.92
48.24,63.41,61.82,68.0,73.92,55.3
131.6,127.54,103.95,142.74,120.57,106.13
63.41,61.82,68.0,73.92,55.3,89.87
127.54,103.95,142.74,120.57,106.13,113.64
61.82,68.0,73.92,55.3,89.87,57.86
103.95,142.74,120.57,106.13,113.64,112.73
68.0,73.92,55.3,89.87,57.86,45.49
142.74,120.57,106.13,113.64,112.73,94.4
73.92,55.3,89.87,57.86,45.49,52.83
120.57,106.13,113.64,112.73,94.4,116.89
55.3,89.87,57.86,45.49,52.83,41.31
106.13,113.64,112.73,94.4,116.89,101.16
89.87,57.86,45.49,52.83,41.31,41.98
57.86,45.49,52.83,41.31,41.98,77.51
45.49,52.83,41.31,41.98,77.51,90.89
52.83,41.31,41.98,77.51,90.89,47.82
41.31,41.98,77.51,90.89,47.82,51.73
41.98,77.51,90.89,47.82,51.73,76.68
77.51,90.89,47.82,51.73,76.68,42.1
107.51,112.47,74.75,149.23,101.7,57.66
112.47,74.75,149.23,101.7,57.66,55.76
150.77,181.83,177.06,172.82,183.01,182.15
74.75,149.23,101.7,57.66,55.76,89.58
181.83,177.06,172.82,183.01,182.15,116.46
149.23,101.7,57.66,55.76,89.58,90.88
177.06,172.82,183.01,182.15,116.46,139.82
101.7,57.66,55.76,89.58,90.88,64.51
57.66,55.76,89.58,90.88,64.51,76.68
292.61,134.17,138.79,134.31,178.98,114.79
55.76,89.58,90.88,64.51,76.68,60.22
134.17,138.79,134.31,178.98,114.79,63.81
89.58,90.88,64.51,76.68,60.22,61.0
138.79,134.31,178.98,114.79,63.81,116.06
90.88,64.51,76.68,60.22,61.0,50.48
134.31,178.98,114.79,63.81,116.06,121.56
64.51,76.68,60.22,61.0,50.48,52.9
178.98,114.79,63.81,116.06,121.56,172.15
76.68,60.22,61.0,50.48,52.9,54.17
114.79,63.81,116.06,121.56,172.15,117.97
60.22,61.0,50.48,52.9,54.17,47.65
63.81,116.06,121.56,172.15,117.97,120.92
61.0,50.48,52.9,54.17,47.65,51.37
116.06,121.56,172.15,117.97,120.92,107.48
50.48,52.9,54.17,47.65,51.37,55.92
121.56,172.15,117.97,120.92,107.48,79.47
52.9,54.17,47.65,51.37,55.92,60.27
172.15,117.97,120.92,107.48,79.47,137.06
54.17,47.65,51.37,55.92,60.27,42.33
117.97,120.92,107.48,79.47,137.06,216.1
47.65,51.37,55.92,60.27,42.33,66.48
141.41,115.52,117.71,114.46,130.65,125.17
120.92,107.48,79.47,137.06,216.1,125.07
51.37,55.92,60.27,42.33,66.48,64.52
115.52,117.71,114.46,130.65,125.17,109.29
107.48,79.47,137.06,216.1,125.07,151.9
55.92,60.27,42.33,66.48,64.52,74.11
117.71,114.46,130.65,125.17,109.29,115.71
79.47,137.06,216.1,125.07,151.9,127.65
60.27,42.33,66.48,64.52,74.11,47.13
114.46,130.65,125.17,109.29,115.71,109.09
42.33,66.48,64.52,74.11,47.13,55.32
130.65,125.17,109.29,115.71,109.09,108.1
66.48,64.52,74.11,47.13,55.32,47.56
125.17,109.29,115.71,109.09,108.1,126.59
64.52,74.11,47.13,55.32,47.56,53.45
109.29,115.71,109.09,108.1,126.59,113.38
74.11,47.13,55.32,47.56,53.45,81.44
115.71,109.09,108.1,126.59,113.38,138.46
47.13,55.32,47.56,53.45,81.44,65.41
109.09,108.1,126.59,113.38,138.46,162.66
55.32,47.56,53.45,81.44,65.41,64.34
108.1,126.59,113.38,138.46,162.66,96.63
47.56,53.45,81.44,65.41,64.34,70.07
126.59,113.38,138.46,162.66,96.63,145.25
53.45,81.44,65.41,64.34,70.07,74.75
113.38,138.46,162.66,96.63,145.25,113.09
81.44,65.41,64.34,70.07,74.75,84.7
138.46,162.66,96.63,145.25,113.09,140.04
65.41,64.34,70.07,74.75,84.7,53.08
162.66,96.63,145.25,113.09,140.04,138.92
64.34,70.07,74.75,84.7,53.08,57.27
96.63,145.25,113.09,140.04,138.92,100.26
70.07,74.75,84.7,53.08,57.27,58.22
145.25,113.09,140.04,138.92,100.26,157.02
164.28,94.01,124.94,210.95,112.0,138.85
74.75,84.7,53.08,57.27,58.22,44.27
113.09,140.04,138.92,100.26,157.02,110.58
94.01,124.94,210.95,112.0,138.85,136.55
84.7,53.08,57.27,58.22,44.27,50.52
140.04,138.92,100.26,157.02,110.58,97.25
124.94,210.95,112.0,138.85,136.55,196.7
53.08,57.27,58.22,44.27,50.52,76.55
138.92,100.26,157.02,110.58,97.25,108.68
57.27,58.22,44.27,50.52,76.55,53.34
100.26,157.02,110.58,97.25,108.68,133.95
58.22,44.27,50.52,76.55,53.34,53.18
157.02,110.58,97.25,108.68,133.95,103.11
44.27,50.52,76.55,53.34,53.18,48.46
50.52,76.55,53.34,53.18,48.46,51.16
76.55,53.34,53.18,48.46,51.16,58.06
53.34,53.18,48.46,51.16,58.06,46.41
53.18,48.46,51.16,58.06,46.41,62.22
48.46,51.16,58.06,46.41,62.22,47.5
51.16,58.06,46.41,62.22,47.5,46.73
58.06,46.41,62.22,47.5,46.73,66.39
46.41,62.22,47.5,46.73,66.39,34.13
54.59,42.43,46.31,82.48,58.23,54.84
42.43,46.31,82.48,58.23,54.84,52.61
46.31,82.48,58.23,54.84,52.61,49.42
82.48,58.23,54.84,52.61,49.42,48.3
58.23,54.84,52.61,49.42,48.3,45.85
54.84,52.61,49.42,48.3,45.85,82.62
52.61,49.42,48.3,45.85,82.62,64.38
49.42,48.3,45.85,82.62,64.38,156.36
48.3,45.85,82.62,64.38,156.36,93.36
97.76,159.66,130.2,152.82,121.2,176.07
45.85,82.62,64.38,156.36,93.36,85.72
159.66,130.2,152.82,121.2,176.07,133.51
82.62,64.38,156.36,93.36,85.72,77.5
130.2,152.82,121.2,176.07,133.51,209.03
64.38,156.36,93.36,85.72,77.5,85.54
152.82,121.2,176.07,133.51,209.03,292.2
156.36,93.36,85.72,77.5,85.54,150.15
121.2,176.07,133.51,209.03,292.2,173.12
93.36,85.72,77.5,85.54,150.15,91.74
176.07,133.51,209.03,292.2,173.12,175.26
85.72,77.5,85.54,150.15,91.74,117.87
133.51,209.03,292.2,173.12,175.26,152.4
108.21,117.78,100.67,104.31,95.01,141.06
77.5,85.54,150.15,91.74,117.87,89.86
209.03,292.2,173.12,175.26,152.4,139.6
85.54,150.15,91.74,117.87,89.86,56.11
292.2,173.12,175.26,152.4,139.6,129.26
150.15,91.74,117.87,89.86,56.11,60.51
173.12,175.26,152.4,139.6,129.26,144.07
91.74,117.87,89.86,56.11,60.51,62.15
175.26,152.4,139.6,129.26,144.07,137.75
163.99,114.25,141.89,149.37,112.95,90.85
117.87,89.86,56.11,60.51,62.15,51.73
152.4,139.6,129.26,144.07,137.75,154.65
114.25,141.89,149.37,112.95,90.85,127.87
89.86,56.11,60.51,62.15,51.73,47.1
141.89,149.37,112.95,90.85,127.87,89.18
56.11,60.51,62.15,51.73,47.1,64.68
149.37,112.95,90.85,127.87,89.18,93.97
60.51,62.15,51.73,47.1,64.68,60.6
112.95,90.85,127.87,89.18,93.97,136.27
62.15,51.73,47.1,64.68,60.6,65.9
90.85,127.87,89.18,93.97,136.27,142.74
51.73,47.1,64.68,60.6,65.9,56.69
127.87,89.18,93.97,136.27,142.74,108.85
47.1,64.68,60.6,65.9,56.69,62.3
89.18,93.97,136.27,142.74,108.85,213.54
64.68,60.6,65.9,56.69,62.3,75.22
93.97,136.27,142.74,108.85,213.54,90.35
60.6,65.9,56.69,62.3,75.22,108.92
136.27,142.74,108.85,213.54,90.35,146.01
65.9,56.69,62.3,75.22,108.92,60.72
142.74,108.85,213.54,90.35,146.01,152.65
56.69,62.3,75.22,108.92,60.72,93.56
108.85,213.54,90.35,146.01,152.65,162.89
62.3,75.22,108.92,60.72,93.56,78.4
213.54,90.35,146.01,152.65,162.89,114.12
75.22,108.92,60.72,93.56,78.4,54.94
90.35,146.01,152.65,162.89,114.12,146.0
108.92,60.72,93.56,78.4,54.94,62.88
124.21,148.66,100.85,114.36,102.6,95.88
146.01,152.65,162.89,114.12,146.0,96.63
60.72,93.56,78.4,54.94,62.88,70.06
148.66,100.85,114.36,102.6,95.88,107.28
152.65,162.89,114.12,146.0,96.63,145.88
93.56,78.4,54.94,62.88,70.06,64.11
100.85,114.36,102.6,95.88,107.28,177.2
162.89,114.12,146.0,96.63,145.88,133.02
78.4,54.94,62.88,70.06,64.11,65.86
114.36,102.6,95.88,107.28,177.2,119.23
114.12,146.0,96.63,145.88,133.02,112.08
54.94,62.88,70.06,64.11,65.86,74.88
102.6,95.88,107.28,177.2,119.23,140.74
146.0,96.63,145.88,133.02,112.08,103.24
62.88,70.06,64.11,65.86,74.88,85.5
95.88,107.28,177.2,119.23,140.74,145.13
96.63,145.88,133.02,112.08,103.24,101.12
70.06,64.11,65.86,74.88,85.5,82.55
107.28,177.2,119.23,140.74,145.13,127.17
145.88,133.02,112.08,103.24,101.12,103.11
64.11,65.86,74.88,85.5,82.55,64.73
177.2,119.23,140.74,145.13,127.17,96.13
133.02,112.08,103.24,101.12,103.11,117.04
65.86,74.88,85.5,82.55,64.73,49.33
119.23,140.74,145.13,127.17,96.13,121.46
112.08,103.24,101.12,103.11,117.04,77.72
74.88,85.5,82.55,64.73,49.33,60.17
140.74,145.13,127.17,96.13,121.46,91.71
103.24,101.12,103.11,117.04,77.72,113.88
85.5,82.55,64.73,49.33,60.17,69.0
145.13,127.17,96.13,121.46,91.71,154.09
101.12,103.11,117.04,77.72,113.88,98.13
82.55,64.73,49.33,60.17,69.0,68.13
127.17,96.13,121.46,91.71,154.09,206.24
103.11,117.04,77.72,113.88,98.13,75.11
64.73,49.33,60.17,69.0,68.13,97.66
96.13,121.46,91.71,154.09,206.24,101.37
117.04,77.72,113.88,98.13,75.11,129.3
49.33,60.17,69.0,68.13,97.66,59.85
121.46,91.71,154.09,206.24,101.37,133.51
77.72,113.88,98.13,75.11,129.3,122.56
60.17,69.0,68.13,97.66,59.85,79.31
91.71,154.09,206.24,101.37,133.51,116.12
113.88,98.13,75.11,129.3,122.56,57.34
69.0,68.13,97.66,59.85,79.31,52.35
154.09,206.24,101.37,133.51,116.12,104.98
98.13,75.11,129.3,122.56,57.34,74.86
68.13,97.66,59.85,79.31,52.35,62.22
206.24,101.37,133.51,116.12,104.98,141.01
75.11,129.3,122.56,57.34,74.86,211.1
97.66,59.85,79.31,52.35,62.22,46.97
101.37,133.51,116.12,104.98,141.01,125.11
129.3,122.56,57.34,74.86,211.1,100.58
59.85,79.31,52.35,62.22,46.97,37.7
133.51,116.12,104.98,141.01,125.11,125.09
122.56,57.34,74.86,211.1,100.58,119.73
79.31,52.35,62.22,46.97,37.7,52.26
116.12,104.98,141.01,125.11,125.09,170.11
57.34,74.86,211.1,100.58,119.73,153.61
52.35,62.22,46.97,37.7,52.26,65.49
104.98,141.01,125.11,125.09,170.11,83.76
74.86,211.1,100.58,119.73,153.61,204.37
62.22,46.97,37.7,52.26,65.49,50.41
141.01,125.11,125.09,170.11,83.76,142.94
46.97,37.7,52.26,65.49,50.41,57.07
125.11,125.09,170.11,83.76,142.94,132.97
37.7,52.26,65.49,50.41,57.07,33.75
52.26,65.49,50.41,57.07,33.75,51.65
37.42,41.81,52.53,72.27,70.32,64.97
41.81,52.53,72.27,70.32,64.97,61.73
52.53,72.27,70.32,64.97,61.73,82.31
72.27,70.32,64.97,61.73,82.31,194.43
70.32,64.97,61.73,82.31,194.43,130.39
64.97,61.73,82.31,194.43,130.39,75.22
61.73,82.31,194.43,130.39,75.22,72.89
82.31,194.43,130.39,75.22,72.89,104.43
194.43,130.39,75.22,72.89,104.43,84.78
130.39,75.22,72.89,104.43,84.78,79.92
134.18,168.96,178.56,215.55,120.79,127.78
75.22,72.89,104.43,84.78,79.92,64.8
168.96,178.56,215.55,120.79,127.78,104.54
72.89,104.43,84.78,79.92,64.8,61.37
178.56,215.55,120.79,127.78,104.54,201.33
130.02,138.18,161.18,245.44,178.54,181.11
104.43,84.78,79.92,64.8,61.37,49.72
215.55,120.79,127.78,104.54,201.33,141.57
138.18,161.18,245.44,178.54,181.11,172.97
84.78,79.92,64.8,61.37,49.72,47.0
120.79,127.78,104.54,201.33,141.57,115.19
123.46,91.93,130.5,133.99,120.17,75.13
161.18,245.44,178.54,181.11,172.97,65.78
79.92,64.8,61.37,49.72,47.0,45.87
127.78,104.54,201.33,141.57,115.19,114.26
91.93,130.5,133.99,120.17,75.13,117.21
64.8,61.37,49.72,47.0,45.87,53.6
104.54,201.33,141.57,115.19,114.26,95.0
130.5,133.99,120.17,75.13,117.21,77.88
61.37,49.72,47.0,45.87,53.6,55.05
201.33,141.57,115.19,114.26,95.0,82.98
133.99,120.17,75.13,117.21,77.88,139.91
49.72,47.0,45.87,53.6,55.05,93.49
141.57,115.19,114.26,95.0,82.98,104.03
120.17,75.13,117.21,77.88,139.91,103.62
47.0,45.87,53.6,55.05,93.49,66.05
115.19,114.26,95.0,82.98,104.03,181.34
75.13,117.21,77.88,139.91,103.62,126.47
45.87,53.6,55.05,93.49,66.05,77.52
114.26,95.0,82.98,104.03,181.34,117.59
117.21,77.88,139.91,103.62,126.47,119.24
53.6,55.05,93.49,66.05,77.52,55.79
95.0,82.98,104.03,181.34,117.59,136.91
77.88,139.91,103.62,126.47,119.24,110.6
55.05,93.49,66.05,77.52,55.79,70.4
82.98,104.03,181.34,117.59,136.91,142.02
139.91,103.62,126.47,119.24,110.6,152.09
93.49,66.05,77.52,55.79,70.4,58.94
104.03,181.34,117.59,136.91,142.02,111.65
103.62,126.47,119.24,110.6,152.09,107.2
66.05,77.52,55.79,70.4,58.94,66.18
181.34,117.59,136.91,142.02,111.65,104.09
126.47,119.24,110.6,152.09,107.2,132.82
77.52,55.79,70.4,58.94,66.18,61.0
119.24,110.6,152.09,107.2,132.82,162.66
55.79,70.4,58.94,66.18,61.0,79.88
110.6,152.09,107.2,132.82,162.66,246.05
70.4,58.94,66.18,61.0,79.88,58.06
152.09,107.2,132.82,162.66,246.05,155.52
137.34,198.24,141.84,178.92,150.31,185.19
58.94,66.18,61.0,79.88,58.06,55.19
107.2,132.82,162.66,246.05,155.52,94.93
198.24,141.84,178.92,150.31,185.19,177.1
66.18,61.0,79.88,58.06,55.19,57.05
132.82,162.66,246.05,155.52,94.93,210.97
141.84,178.92,150.31,185.19,177.1,180.45
61.0,79.88,58.06,55.19,57.05,57.66
162.66,246.05,155.52,94.93,210.97,204.31
178.92,150.31,185.19,177.1,180.45,178.58
79.88,58.06,55.19,57.05,57.66,78.68
246.05,155.52,94.93,210.97,204.31,150.54
150.31,185.19,177.1,180.45,178.58,178.06
58.06,55.19,57.05,57.66,78.68,56.33
155.52,94.93,210.97,204.31,150.54,163.06
185.19,177.1,180.45,178.58,178.06,226.64
55.19,57.05,57.66,78.68,56.33,71.71
94.93,210.97,204.31,150.54,163.06,152.45
57.05,57.66,78.68,56.33,71.71,64.92
210.97,204.31,150.54,163.06,152.45,147.35
57.66,78.68,56.33,71.71,64.92,50.0
204.31,150.54,163.06,152.45,147.35,150.52
78.68,56.33,71.71,64.92,50.0,70.3
150.54,163.06,152.45,147.35,150.52,113.13
56.33,71.71,64.92,50.0,70.3,72.75
163.83,136.25,149.57,113.22,108.32,125.95
163.06,152.45,147.35,150.52,113.13,130.66
71.71,64.92,50.0,70.3,72.75,51.33
136.25,149.57,113.22,108.32,125.95,110.92
152.45,147.35,150.52,113.13,130.66,149.22
64.92,50.0,70.3,72.75,51.33,62.06
149.57,113.22,108.32,125.95,110.92,115.14
147.35,150.52,113.13,130.66,149.22,117.55
50.0,70.3,72.75,51.33,62.06,57.0
113.22,108.32,125.95,110.92,115.14,134.26
150.52,113.13,130.66,149.22,117.55,132.91
70.3,72.75,51.33,62.06,57.0,67.07
108.32,125.95,110.92,115.14,134.26,130.81
113.13,130.66,149.22,117.55,132.91,89.36
72.75,51.33,62.06,57.0,67.07,51.57
125.95,110.92,115.14,134.26,130.81,155.78
130.66,149.22,117.55,132.91,89.36,98.06
51.33,62.06,57.0,67.07,51.57,71.38
110.92,115.14,134.26,130.81,155.78,101.79
149.22,117.55,132.91,89.36,98.06,106.5
62.06,57.0,67.07,51.57,71.38,44.06
115.14,134.26,130.81,155.78,101.79,113.65
117.55,132.91,89.36,98.06,106.5,120.7
57.0,67.07,51.57,71.38,44.06,45.99
134.26,130.81,155.78,101.79,113.65,112.53
132.91,89.36,98.06,106.5,120.7,173.18
67.07,51.57,71.38,44.06,45.99,61.57
89.36,98.06,106.5,120.7,173.18,87.73
51.57,71.38,44.06,45.99,61.57,51.5
98.06,106.5,120.7,173.18,87.73,50.37
71.38,44.06,45.99,61.57,51.5,56.41
106.5,120.7,173.18,87.73,50.37,147.23
44.06,45.99,61.57,51.5,56.41,63.87
120.7,173.18,87.73,50.37,147.23,140.11
45.99,61.57,51.5,56.41,63.87,41.31
173.18,87.73,50.37,147.23,140.11,72.71
61.57,51.5,56.41,63.87,41.31,69.33
51.5,56.41,63.87,41.31,69.33,51.5
50.94,57.36,64.43,100.18,100.32,92.03
111.75,153.84,117.63,155.51,232.52,151.12
57.36,64.43,100.18,100.32,92.03,61.15
153.84,117.63,155.51,232.52,151.12,175.71
151.34,134.13,135.94,191.31,246.0,168.49
64.43,100.18,100.32,92.03,61.15,147.29
117.63,155.51,232.52,151.12,175.71,153.26
134.13,135.94,191.31,246.0,168.49,211.97
100.18,100.32,92.03,61.15,147.29,105.16
155.51,232.52,151.12,175.71,153.26,167.64
135.94,191.31,246.0,168.49,211.97,142.24
100.32,92.03,61.15,147.29,105.16,72.73
232.52,151.12,175.71,153.26,167.64,176.35
191.31,246.0,168.49,211.97,142.24,158.4
92.03,61.15,147.29,105.16,72.73,87.92
151.12,175.71,153.26,167.64,176.35,77.54
246.0,168.49,211.97,142.24,158.4,134.43
61.15,147.29,105.16,72.73,87.92,91.69
175.71,153.26,167.64,176.35,77.54,92.19
168.49,211.97,142.24,158.4,134.43,112.66
147.29,105.16,72.73,87.92,91.69,68.5
153.26,167.64,176.35,77.54,92.19,204.46
211.97,142.24,158.4,134.43,112.66,149.31
105.16,72.73,87.92,91.69,68.5,88.62
167.64,176.35,77.54,92.19,204.46,141.43
142.24,158.4,134.43,112.66,149.31,120.77
72.73,87.92,91.69,68.5,88.62,77.92
158.4,134.43,112.66,149.31,120.77,142.1
87.92,91.69,68.5,88.62,77.92,57.55
134.43,112.66,149.31,120.77,142.1,108.88
91.69,68.5,88.62,77.92,57.55,53.13
112.66,149.31,120.77,142.1,108.88,99.63
68.5,88.62,77.92,57.55,53.13,49.64
149.31,120.77,142.1,108.88,99.63,163.7
88.62,77.92,57.55,53.13,49.64,60.85
120.77,142.1,108.88,99.63,163.7,129.56
77.92,57.55,53.13,49.64,60.85,58.22
142.1,108.88,99.63,163.7,129.56,63.43
57.55,53.13,49.64,60.85,58.22,60.71
108.88,99.63,163.7,129.56,63.43,147.86
53.13,49.64,60.85,58.22,60.71,102.2
99.63,163.7,129.56,63.43,147.86,79.43
49.64,60.85,58.22,60.71,102.2,65.57
163.7,129.56,63.43,147.86,79.43,117.1
60.85,58.22,60.71,102.2,65.57,56.12
129.56,63.43,147.86,79.43,117.1,168.05
58.22,60.71,102.2,65.57,56.12,62.73
63.43,147.86,79.43,117.1,168.05,96.04
60.71,102.2,65.57,56.12,62.73,70.58
147.86,79.43,117.1,168.05,96.04,126.87
102.2,65.57,56.12,62.73,70.58,77.6
79.43,117.1,168.05,96.04,126.87,87.72
65.57,56.12,62.73,70.58,77.6,105.86
117.1,168.05,96.04,126.87,87.72,70.39
56.12,62.73,70.58,77.6,105.86,77.3
96.69,131.33,70.79,140.6,123.54,113.05
168.05,96.04,126.87,87.72,70.39,133.93
62.73,70.58,77.6,105.86,77.3,51.82
131.33,70.79,140.6,123.54,113.05,118.0
96.04,126.87,87.72,70.39,133.93,117.28
70.58,77.6,105.86,77.3,51.82,60.51
70.79,140.6,123.54,113.05,118.0,236.04
126.87,87.72,70.39,133.93,117.28,137.22
77.6,105.86,77.3,51.82,60.51,78.6
140.6,123.54,113.05,118.0,236.04,93.48
87.72,70.39,133.93,117.28,137.22,160.68
105.86,77.3,51.82,60.51,78.6,123.56
123.54,113.05,118.0,236.04,93.48,195.79
70.39,133.93,117.28,137.22,160.68,146.64
77.3,51.82,60.51,78.6,123.56,75.47
113.05,118.0,236.04,93.48,195.79,129.65
133.93,117.28,137.22,160.68,146.64,131.08
51.82,60.51,78.6,123.56,75.47,66.01
118.0,236.04,93.48,195.79,129.65,93.51
117.28,137.22,160.68,146.64,131.08,159.86
60.51,78.6,123.56,75.47,66.01,61.83
236.04,93.48,195.79,129.65,93.51,109.51
137.22,160.68,146.64,131.08,159.86,145.69
78.6,123.56,75.47,66.01,61.83,58.91
93.48,195.79,129.65,93.51,109.51,110.4
160.68,146.64,131.08,159.86,145.69,141.7
123.56,75.47,66.01,61.83,58.91,72.18
195.79,129.65,93.51,109.51,110.4,126.15
146.64,131.08,159.86,145.69,141.7,180.86
75.47,66.01,61.83,58.91,72.18,73.69
129.65,93.51,109.51,110.4,126.15,125.67
131.08,159.86,145.69,141.7,180.86,112.65
66.01,61.83,58.91,72.18,73.69,78.76
93.51,109.51,110.4,126.15,125.67,96.35
159.86,145.69,141.7,180.86,112.65,82.0
61.83,58.91,72.18,73.69,78.76,66.93
109.51,110.4,126.15,125.67,96.35,114.59
145.69,141.7,180.86,112.65,82.0,109.52
58.91,72.18,73.69,78.76,66.93,78.66
110.4,126.15,125.67,96.35,114.59,123.6
141.7,180.86,112.65,82.0,109.52,136.94
72.18,73.69,78.76,66.93,78.66,63.98
126.15,125.67,96.35,114.59,123.6,114.63
180.86,112.65,82.0,109.52,136.94,115.17
73.69,78.76,66.93,78.66,63.98,53.02
112.65,82.0,109.52,136.94,115.17,140.64
78.76,66.93,78.66,63.98,53.02,55.62
82.0,109.52,136.94,115.17,140.64,113.74
66.93,78.66,63.98,53.02,55.62,47.82
78.66,63.98,53.02,55.62,47.82,61.1
63.98,53.02,55.62,47.82,61.1,37.87
53.02,55.62,47.82,61.1,37.87,51.27
55.62,47.82,61.1,37.87,51.27,53.55
83.15,21.12,54.68,32.85,94.87,45.8
21.12,54.68,32.85,94.87,45.8,67.39
54.68,32.85,94.87,45.8,67.39,52.77
32.85,94.87,45.8,67.39,52.77,48.52
94.87,45.8,67.39,52.77,48.52,51.92
45.8,67.39,52.77,48.52,51.92,55.42
67.39,52.77,48.52,51.92,55.42,65.1
52.77,48.52,51.92,55.42,65.1,98.71
48.52,51.92,55.42,65.1,98.71,77.32
51.92,55.42,65.1,98.71,77.32,79.57
55.42,65.1,98.71,77.32,79.57,83.75
144.88,153.61,144.84,252.09,214.33,256.75
65.1,98.71,77.32,79.57,83.75,101.41
153.61,144.84,252.09,214.33,256.75,153.27
98.71,77.32,79.57,83.75,101.41,53.31
144.84,252.09,214.33,256.75,153.27,127.74
77.32,79.57,83.75,101.41,53.31,49.07
252.09,214.33,256.75,153.27,127.74,118.08
79.57,83.75,101.41,53.31,49.07,72.74
214.33,256.75,153.27,127.74,118.08,153.06
192.48,162.9,215.33,130.62,130.55,121.05
83.75,101.41,53.31,49.07,72.74,49.61
256.75,153.27,127.74,118.08,153.06,127.89
162.9,215.33,130.62,130.55,121.05,176.97
101.41,53.31,49.07,72.74,49.61,71.72
153.27,127.74,118.08,153.06,127.89,105.16
215.33,130.62,130.55,121.05,176.97,120.54
53.31,49.07,72.74,49.61,71.72,51.75
127.74,118.08,153.06,127.89,105.16,117.43
130.62,130.55,121.05,176.97,120.54,134.41
49.07,72.74,49.61,71.72,51.75,63.47
118.08,153.06,127.89,105.16,117.43,92.73
130.55,121.05,176.97,120.54,134.41,112.91
72.74,49.61,71.72,51.75,63.47,62.7
153.06,127.89,105.16,117.43,92.73,284.92
121.05,176.97,120.54,134.41,112.91,154.61
49.61,71.72,51.75,63.47,62.7,77.03
127.89,105.16,117.43,92.73,284.92,121.57
176.97,120.54,134.41,112.91,154.61,143.17
71.72,51.75,63.47,62.7,77.03,58.81
105.16,117.43,92.73,284.92,121.57,125.94
120.54,134.41,112.91,154.61,143.17,98.06
51.75,63.47,62.7,77.03,58.81,80.24
117.43,92.73,284.92,121.57,125.94,100.54
134.41,112.91,154.61,143.17,98.06,131.99
63.47,62.7,77.03,58.81,80.24,64.5
92.73,284.92,121.57,125.94,100.54,110.35
112.91,154.61,143.17,98.06,131.99,145.29
62.7,77.03,58.81,80.24,64.5,61.86
284.92,121.57,125.94,100.54,110.35,118.87
154.61,143.17,98.06,131.99,145.29,138.01
77.03,58.81,80.24,64.5,61.86,72.76
121.57,125.94,100.54,110.35,118.87,147.47
143.17,98.06,131.99,145.29,138.01,114.07
58.81,80.24,64.5,61.86,72.76,94.08
125.94,100.54,110.35,118.87,147.47,159.64
98.06,131.99,145.29,138.01,114.07,88.95
80.24,64.5,61.86,72.76,94.08,72.17
100.54,110.35,118.87,147.47,159.64,123.72
131.99,145.29,138.01,114.07,88.95,151.03
64.5,61.86,72.76,94.08,72.17,79.33
110.35,118.87,147.47,159.64,123.72,125.01
145.29,138.01,114.07,88.95,151.03,170.09
61.86,72.76,94.08,72.17,79.33,57.31
118.87,147.47,159.64,123.72,125.01,118.29
138.01,114.07,88.95,151.03,170.09,117.94
72.76,94.08,72.17,79.33,57.31,114.05
147.47,159.64,123.72,125.01,118.29,133.17
114.07,88.95,151.03,170.09,117.94,138.86
94.08,72.17,79.33,57.31,114.05,71.13
159.64,123.72,125.01,118.29,133.17,119.99
88.95,151.03,170.09,117.94,138.86,133.85
72.17,79.33,57.31,114.05,71.13,52.23
123.72,125.01,118.29,133.17,119.99,156.82
151.03,170.09,117.94,138.86,133.85,106.97
79.33,57.31,114.05,71.13,52.23,59.64
125.01,118.29,133.17,119.99,156.82,128.82
170.09,117.94,138.86,133.85,106.97,181.18
57.31,114.05,71.13,52.23,59.64,81.95
118.29,133.17,119.99,156.82,128.82,135.81
117.94,138.86,133.85,106.97,181.18,126.18
114.05,71.13,52.23,59.64,81.95,67.65
133.17,119.99,156.82,128.82,135.81,114.1
138.86,133.85,106.97,181.18,126.18,172.39
71.13,52.23,59.64,81.95,67.65,184.12
119.99,156.82,128.82,135.81,114.1,131.69
133.85,106.97,181.18,126.18,172.39,115.64
52.23,59.64,81.95,67.65,184.12,93.71
156.82,128.82,135.81,114.1,131.69,173.54
106.97,181.18,126.18,172.39,115.64,129.59
59.64,81.95,67.65,184.12,93.71,104.31
128.82,135.81,114.1,131.69,173.54,144.91
181.18,126.18,172.39,115.64,129.59,86.28
81.95,67.65,184.12,93.71,104.31,94.7
135.81,114.1,131.69,173.54,144.91,161.13
126.18,172.39,115.64,129.59,86.28,193.06
67.65,184.12,93.71,104.31,94.7,93.41
114.1,131.69,173.54,144.91,161.13,123.04
172.39,115.64,129.59,86.28,193.06,125.07
184.12,93.71,104.31,94.7,93.41,157.57
131.69,173.54,144.91,161.13,123.04,140.94
115.64,129.59,86.28,193.06,125.07,92.96
93.71,104.31,94.7,93.41,157.57,79.55
173.54,144.91,161.13,123.04,140.94,113.88
129.59,86.28,193.06,125.07,92.96,186.54
104.31,94.7,93.41,157.57,79.55,68.69
144.91,161.13,123.04,140.94,113.88,187.09
86.28,193.06,125.07,92.96,186.54,143.71
94.7,93.41,157.57,79.55,68.69,58.06
161.13,123.04,140.94,113.88,187.09,121.09
193.06,125.07,92.96,186.54,143.71,110.42
93.41,157.57,79.55,68.69,58.06,71.2
123.04,140.94,113.88,187.09,121.09,121.16
157.57,79.55,68.69,58.06,71.2,65.45
